,dt,flight,alt_baro,alt_geom,gs,track,geom_rate,squawk,emergency,category,nav_qnh,nav_altitude_mcp,nav_heading,nav_modes,lat,lon,nic,rc,seen_pos,version,nic_baro,nac_p,nac_v,sil,sil_type,gva,sda,mlat,tisb,messages,seen,rssi
49,2022-10-17 00:01:16.940239,UAL5    ,39000,38675,530.0,52.6,0,2416,none,A5,1012.8,39008,63.3,,44.306046,-76.066455,8,186,0.9,2,1,9,1,3,perhour,2,2,[],[],646,0.9,-22.6
50,2022-10-17 00:01:17.969042,UAL5    ,39000,38675,530.0,52.6,0,2416,none,A5,1012.8,39008,63.3,,44.307678,-76.06345,8,186,0.9,2,1,9,1,3,perhour,2,2,[],[],680,0.1,-18.7
51,2022-10-17 00:01:18.989149,UAL5    ,39000,38675,530.0,52.6,0,2416,none,A5,1012.8,39008,63.3,,44.309143,-76.060769,8,186,1.0,2,1,9,1,3,perhour,2,2,[],[],684,0.2,-18.6
52,2022-10-17 00:01:20.014066,UAL5    ,39000,38675,530.0,52.6,0,2416,none,A5,1012.8,39008,63.3,,44.309143,-76.060769,8,186,2.0,2,1,9,1,3,perhour,2,2,[],[],692,0.0,-19.3
53,2022-10-17 00:01:21.038802,UAL5    ,39000,38675,530.0,52.6,0,2416,none,A5,1012.8,39008,63.3,,44.312119,-76.055341,8,186,1.0,2,1,9,1,3,perhour,2,2,[],[],701,0.0,-18.8
54,2022-10-17 00:01:23.086454,UAL5    ,39000,38675,530.0,52.6,0,2416,none,A5,1012.8,39008,63.3,,44.315263,-76.049641,8,186,1.0,2,1,9,1,3,perhour,2,2,[],[],740,0.2,-20.4
55,2022-10-17 00:01:24.110030,UAL5    ,39000,38675,530.0,52.6,0,2416,none,A5,1012.8,39008,63.3,,44.316879,-76.046644,8,186,1.0,2,1,9,1,3,perhour,2,2,[],[],749,0.0,-21.4
56,2022-10-17 00:01:25.136349,UAL5    ,39000,38675,530.0,52.6,0,2416,none,A5,1012.8,39008,63.3,,44.316879,-76.046644,8,186,2.0,2,1,9,1,3,perhour,2,2,[],[],753,0.1,-22.0
57,2022-10-17 00:01:26.154047,UAL5    ,39000,38675,530.0,52.6,0,2416,none,A5,1012.8,39008,63.3,,44.316879,-76.046644,8,186,3.0,2,1,9,1,3,perhour,2,2,[],[],754,0.9,-21.8
58,2022-10-17 00:01:29.223363,UAL5    ,39000,38675,530.0,52.6,0,2416,none,A5,1012.8,39008,63.3,,44.316879,-76.046644,8,186,6.2,2,1,9,1,3,perhour,2,2,[],[],756,0.2,-21.7
59,2022-10-17 00:01:30.243792,UAL5    ,39000,38675,530.0,52.6,0,2416,none,A5,1012.8,39008,63.3,,44.316879,-76.046644,8,186,7.2,2,1,9,1,3,perhour,2,2,[],[],760,0.6,-21.7
60,2022-10-17 00:01:31.263936,UAL5    ,39000,38675,530.8,52.7,-64,2416,none,A5,1012.8,39008,63.3,,44.329102,-76.02441,8,186,0.0,2,1,9,1,3,perhour,2,2,[],[],763,0.0,-21.9
61,2022-10-17 00:01:32.284784,UAL5    ,39000,38675,530.8,52.7,-64,2416,none,A5,1012.8,39008,63.3,,44.330566,-76.021663,8,186,0.0,2,1,9,1,3,perhour,2,2,[],[],790,0.0,-21.9
62,2022-10-17 00:01:33.315274,UAL5    ,39000,38675,530.8,52.7,-64,2416,none,A5,1012.8,39008,63.3,,44.330566,-76.021663,8,186,1.1,2,1,9,1,3,perhour,2,2,[],[],809,0.2,-20.8
63,2022-10-17 00:01:34.335183,UAL5    ,39000,38675,530.8,52.7,-64,2416,none,A5,1012.8,39008,63.3,,44.333698,-76.015945,8,186,0.0,2,1,9,1,3,perhour,2,2,[],[],822,0.0,-18.0
64,2022-10-17 00:01:35.360091,UAL5    ,39000,38675,530.8,52.7,-64,2416,none,A5,1012.8,39008,63.3,,44.335187,-76.013265,8,186,0.0,2,1,9,1,3,perhour,2,2,[],[],833,0.0,-17.7
65,2022-10-17 00:01:36.382892,UAL5    ,39000,38675,530.8,52.7,-64,2416,none,A5,1012.8,39008,63.3,,44.335187,-76.013265,8,186,1.1,2,1,9,1,3,perhour,2,2,[],[],835,0.1,-18.6
66,2022-10-17 00:01:37.407956,UAL5    ,39000,38675,530.8,52.7,-64,2416,none,A5,1012.8,39008,63.3,,44.335187,-76.013265,8,186,2.1,2,1,9,1,3,perhour,2,2,[],[],861,0.3,-22.1
67,2022-10-17 00:01:38.436566,UAL5    ,39000,38675,530.8,52.7,-64,2416,none,A5,1012.8,39008,63.3,,44.339657,-76.005093,8,186,0.1,2,1,9,1,3,perhour,2,2,[],[],880,0.1,-23.1
68,2022-10-17 00:01:39.455433,UAL5    ,39000,38675,530.8,52.7,-64,2416,none,A5,1012.8,39008,63.3,,44.339657,-76.005093,8,186,1.1,2,1,9,1,3,perhour,2,2,[],[],883,0.3,-23.3
69,2022-10-17 00:01:41.502079,UAL5    ,39000,38675,530.8,52.7,-64,2416,none,A5,1012.8,39008,63.3,,44.339657,-76.005093,8,186,3.2,2,1,9,1,3,perhour,2,2,[],[],884,0.3,-23.5
70,2022-10-17 00:01:42.526657,UAL5    ,39000,38675,530.8,52.7,-64,2416,none,A5,1012.8,39008,63.3,,44.339657,-76.005093,8,186,4.2,2,1,9,1,3,perhour,2,2,[],[],887,0.5,-24.0
71,2022-10-17 00:01:43.560438,UAL5    ,39000,38675,530.8,52.7,-64,2416,none,A5,1012.8,39008,63.3,,44.339657,-76.005093,8,186,5.3,2,1,9,1,3,perhour,2,2,[],[],888,0.9,-24.1
72,2022-10-17 00:01:44.581665,UAL5    ,39000,38675,530.8,52.7,-64,2416,none,A5,1012.8,39008,63.3,,44.339657,-76.005093,8,186,6.3,2,1,9,1,3,perhour,2,2,[],[],889,0.9,-24.3
73,2022-10-17 00:01:47.646290,UAL5    ,39000,38675,530.8,52.7,-64,2416,none,A5,1012.8,39008,63.3,,44.339657,-76.005093,8,186,9.4,2,1,9,1,3,perhour,2,2,[],[],912,0.0,-23.0
74,2022-10-17 00:01:48.668143,UAL5    ,39000,38675,530.8,52.7,-64,2416,none,A5,1012.8,39008,63.3,,44.354227,-75.978498,8,186,0.7,2,1,9,1,3,perhour,2,2,[],[],914,0.7,-22.8
75,2022-10-17 00:01:49.695014,UAL5    ,39000,38675,530.8,52.7,-64,2416,none,A5,1012.8,39008,63.3,,44.355996,-75.975215,8,186,0.6,2,1,9,1,3,perhour,2,2,[],[],917,0.0,-22.1
76,2022-10-17 00:01:50.720684,UAL5    ,38975,38650,530.2,52.7,-64,2416,none,A5,1012.8,39008,63.3,,44.357486,-75.972469,8,186,0.6,2,1,9,1,3,perhour,2,2,[],[],920,0.6,-21.7
77,2022-10-17 00:01:51.744280,UAL5    ,38975,38650,530.2,52.7,-64,2416,none,A5,1012.8,39008,63.3,,44.359131,-75.969478,8,186,0.5,2,1,9,1,3,perhour,2,2,[],[],925,0.5,-21.4
78,2022-10-17 00:01:52.767211,UAL5    ,39000,38675,530.2,52.7,-64,2416,none,A5,1012.8,39008,63.3,,44.360596,-75.966797,8,186,0.5,2,1,9,1,3,perhour,2,2,[],[],971,0.2,-19.5
79,2022-10-17 00:01:53.791771,UAL5    ,39000,38675,530.2,52.7,-64,2416,none,A5,1012.8,39008,63.3,,44.362106,-75.96405,8,186,0.6,2,1,9,1,3,perhour,2,2,[],[],975,0.5,-19.5
80,2022-10-17 00:01:54.816580,UAL5    ,38975,38650,530.2,52.7,-64,2416,none,A5,1012.8,39008,63.3,,44.363297,-75.961892,8,186,0.8,2,1,9,1,3,perhour,2,2,[],[],981,0.0,-19.7
81,2022-10-17 00:01:55.844777,UAL5    ,38975,38650,530.2,52.7,-64,2416,none,A5,1012.8,39008,63.3,,44.365082,-75.958623,8,186,0.6,2,1,9,1,3,perhour,2,2,[],[],985,0.6,-19.5
82,2022-10-17 00:01:56.871770,UAL5    ,39000,38675,530.2,52.7,-64,2416,none,A5,1012.8,39008,63.3,,44.366226,-75.956464,8,186,0.9,2,1,9,1,3,perhour,2,2,[],[],992,0.0,-20.6
83,2022-10-17 00:01:58.913281,UAL5    ,38975,38675,530.2,52.7,-64,2416,none,A5,1012.8,39008,63.3,,44.367867,-75.953444,8,186,0.9,2,1,9,1,3,perhour,2,2,[],[],1011,0.4,-22.6
84,2022-10-17 00:02:08.214370,UAL5    ,38975,38675,530.2,52.7,-64,2416,none,A5,1012.8,39008,63.3,,44.367867,-75.953444,8,186,10.2,2,1,9,1,3,perhour,2,2,[],[],1013,0.7,-22.8
85,2022-10-17 00:02:11.288992,UAL5    ,38975,38650,530.0,52.6,0,2416,none,A5,1012.8,39008,63.3,,44.367867,-75.953444,8,186,13.3,2,1,9,1,3,perhour,2,2,[],[],1016,0.1,-22.4
86,2022-10-17 00:02:12.312551,UAL5    ,38975,38650,530.0,52.6,0,2416,none,A5,1012.8,39008,63.3,,44.388071,-75.916532,8,186,0.7,2,1,9,1,3,perhour,2,2,[],[],1023,0.2,-19.8
87,2022-10-17 00:02:13.329153,UAL5    ,38975,38650,530.0,52.6,0,2416,none,A5,1012.8,39008,63.3,,44.389435,-75.914089,8,186,0.9,2,1,9,1,3,perhour,2,2,[],[],1048,0.4,-18.8
88,2022-10-17 00:02:14.361705,UAL5    ,38975,38650,530.8,52.7,0,2416,none,A5,1012.8,39008,63.3,,44.3909,-75.911342,8,186,0.9,2,1,9,1,3,perhour,2,2,[],[],1061,0.8,-21.4
89,2022-10-17 00:02:17.439199,UAL5    ,38975,38650,530.8,52.7,0,2416,none,A5,1012.8,39008,63.3,,44.3909,-75.911342,8,186,4.0,2,1,9,1,3,perhour,2,2,[],[],1062,0.2,-21.7
90,2022-10-17 00:02:20.518278,UAL5    ,38975,38650,530.2,52.7,0,2416,none,A5,1012.8,39008,63.3,,44.3909,-75.911342,8,186,7.1,2,1,9,1,3,perhour,2,2,[],[],1063,0.3,-21.9
91,2022-10-17 00:02:21.538003,UAL5    ,38975,38650,530.2,52.7,0,2416,none,A5,1012.8,39008,63.3,,44.3909,-75.911342,8,186,8.2,2,1,9,1,3,perhour,2,2,[],[],1064,0.5,-22.2
92,2022-10-17 00:02:23.583071,UAL5    ,38975,38650,530.2,52.7,0,2416,none,A5,1012.8,39008,63.3,,44.3909,-75.911342,8,186,10.2,2,1,9,1,3,perhour,2,2,[],[],1066,0.8,-22.9
93,2022-10-17 00:02:27.672343,UAL5    ,38975,38650,530.2,52.7,0,2416,none,A5,1012.8,39008,63.3,,44.3909,-75.911342,8,186,14.4,2,1,9,1,3,perhour,2,2,[],[],1069,0.0,-23.9
94,2022-10-17 00:02:28.693273,UAL5    ,39000,38675,530.2,52.7,0,2416,none,A5,1012.8,39008,63.3,,44.412872,-75.871124,8,186,0.6,2,1,9,1,3,perhour,2,2,[],[],1092,0.1,-22.1
95,2022-10-17 00:02:29.716304,UAL5    ,38975,38675,530.2,52.7,0,2416,none,A5,1012.8,39008,63.3,,44.414337,-75.868378,8,186,0.6,2,1,9,1,3,perhour,2,2,[],[],1095,0.4,-22.7
96,2022-10-17 00:02:30.736984,UAL5    ,38975,38675,530.2,52.7,0,2416,none,A5,1012.8,39008,63.3,,44.414337,-75.868378,8,186,1.7,2,1,9,1,3,perhour,2,2,[],[],1096,0.7,-22.9
97,2022-10-17 00:02:31.758708,UAL5    ,38975,38675,530.2,52.7,0,2416,none,A5,1012.8,39008,63.3,,44.417633,-75.862361,8,186,0.5,2,1,9,1,3,perhour,2,2,[],[],1097,0.5,-22.9
98,2022-10-17 00:02:38.908974,UAL5    ,38975,38675,530.2,52.7,0,2416,none,A5,1012.8,39008,63.3,,44.417633,-75.862361,8,186,7.7,2,1,9,1,3,perhour,2,2,[],[],1099,0.4,-22.2
99,2022-10-17 00:02:39.930062,UAL5    ,39000,38675,531.0,52.8,0,2416,none,A5,1012.8,39008,63.3,,44.429489,-75.840585,8,186,0.9,2,1,9,1,3,perhour,2,2,[],[],1105,0.4,-19.2
100,2022-10-17 00:02:40.954547,UAL5    ,39000,38675,531.0,52.8,0,2416,none,A5,1012.8,39008,63.3,,44.43219,-75.83568,8,186,0.0,2,1,9,1,3,perhour,2,2,[],[],1112,0.0,-19.8
101,2022-10-17 00:02:41.975469,UAL5    ,39000,38675,531.0,52.8,-64,2416,none,A5,1012.8,39008,63.3,,44.433655,-75.832934,8,186,0.1,2,1,9,1,3,perhour,2,2,[],[],1119,0.1,-20.9
102,2022-10-17 00:02:43.032909,UAL5    ,39000,38675,531.0,52.8,-64,2416,none,A5,1012.8,39008,63.3,,44.433655,-75.832934,8,186,1.1,2,1,9,1,3,perhour,2,2,[],[],1145,0.4,-18.8
103,2022-10-17 00:02:45.076853,UAL5    ,39000,38675,531.8,52.9,-64,2416,none,A5,1012.8,39008,63.3,,44.438254,-75.824488,8,186,0.1,2,1,9,1,3,perhour,2,2,[],[],1151,0.0,-19.9
104,2022-10-17 00:02:46.097707,UAL5    ,39000,38675,531.8,52.9,-64,2416,none,A5,1012.8,39008,63.3,,44.439418,-75.822278,8,186,0.3,2,1,9,1,3,perhour,2,2,[],[],1158,0.2,-19.4
105,2022-10-17 00:02:47.118480,UAL5    ,39000,38675,531.8,52.9,-64,2416,none,A5,1012.8,39008,63.3,,44.441071,-75.819266,8,186,0.3,2,1,9,1,3,perhour,2,2,[],[],1163,0.1,-20.7
106,2022-10-17 00:02:48.135906,UAL5    ,39000,38675,531.8,52.9,-64,2416,none,A5,1012.8,39008,63.3,,44.442261,-75.817108,8,186,0.5,2,1,9,1,3,perhour,2,2,[],[],1192,0.0,-17.5
107,2022-10-17 00:02:49.159056,UAL5    ,39000,38675,531.8,52.9,-64,2416,none,A5,1012.8,39008,63.3,,44.443726,-75.814362,8,186,0.6,2,1,9,1,3,perhour,2,2,[],[],1194,0.6,-17.3
108,2022-10-17 00:02:50.180035,UAL5    ,39000,38675,531.8,52.9,-64,2416,none,A5,1012.8,39008,63.3,,44.445051,-75.811894,8,186,0.7,2,1,9,1,3,perhour,2,2,[],[],1200,0.2,-18.3
109,2022-10-17 00:02:51.207598,UAL5    ,39000,38675,531.8,52.9,-64,2416,none,A5,1012.8,39008,63.3,,44.44654,-75.809148,8,186,0.8,2,1,9,1,3,perhour,2,2,[],[],1223,0.2,-18.4
110,2022-10-17 00:02:52.227563,UAL5    ,39000,38675,531.2,53.0,-64,2416,none,A5,1012.8,39008,63.3,,44.448761,-75.805076,8,186,0.3,2,1,9,1,3,perhour,2,2,[],[],1231,0.1,-18.4
111,2022-10-17 00:02:53.255587,UAL5    ,39000,38675,531.2,53.0,-64,2416,none,A5,1012.8,39008,63.3,,44.449356,-75.803964,8,186,0.9,2,1,9,1,3,perhour,2,2,[],[],1261,0.4,-17.4
112,2022-10-17 00:02:55.295740,UAL5    ,39000,38675,531.2,53.0,-64,2416,none,A5,1012.8,39008,63.3,,44.449356,-75.803964,8,186,3.0,2,1,9,1,3,perhour,2,2,[],[],1262,0.2,-18.0
113,2022-10-17 00:02:58.358308,UAL5    ,39000,38675,531.2,53.0,-64,2416,none,A5,1012.8,39008,63.3,,44.449356,-75.803964,8,186,6.1,2,1,9,1,3,perhour,2,2,[],[],1265,0.5,-19.6
114,2022-10-17 00:02:59.387081,UAL5    ,38975,38650,531.8,52.9,-64,2416,none,A5,1012.8,39008,63.3,,44.459427,-75.785326,8,186,0.3,2,1,9,1,3,perhour,2,2,[],[],1269,0.2,-19.7
115,2022-10-17 00:03:01.430089,UAL5    ,38975,38650,531.8,52.9,-64,2416,none,A5,1012.8,39008,63.3,,44.459427,-75.785326,8,186,2.4,2,1,9,1,3,perhour,2,2,[],[],1273,0.2,-18.6
116,2022-10-17 00:03:02.455262,UAL5    ,38975,38650,532.6,52.9,-64,2416,none,A5,1012.8,39008,63.3,,44.464188,-75.776563,8,186,0.3,2,1,9,1,3,perhour,2,2,[],[],1299,0.1,-18.4
117,2022-10-17 00:03:04.505970,UAL5    ,39000,38675,532.6,52.9,-64,2416,none,A5,1012.8,39008,63.3,,44.467582,-75.770293,8,186,0.0,2,1,9,1,3,perhour,2,2,[],[],1308,0.0,-18.0
118,2022-10-17 00:03:05.529919,UAL5    ,39000,38675,532.6,52.9,-64,2416,none,A5,1012.8,39008,63.3,,44.468353,-75.768912,8,186,0.5,2,1,9,1,3,perhour,2,2,[],[],1318,0.0,-17.2
